metric,filter,breakdown,treatment,segment,delta,baselineMean,baselineSampleSize,testGroupMean,testGroupSampleSize,ci_70_interval,ci_70_intervalLower,ci_70_intervalUpper,ci_80_interval,ci_80_intervalLower,ci_80_intervalUpper,ci_90_interval,ci_90_intervalLower,ci_90_intervalUpper,ci_95_interval,ci_95_intervalLower,ci_95_intervalUpper,effectiveSampleSize,pvalue,sem,std
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,Never,1.0,49.8,67.0,50.8,32,2.1,2.1,2.1,2.5,2.5,2.5,3.3,3.3,3.3,3.9,3.9,3.9,22.1,0.626,2.2,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,1-2 times a month,0.8,61.1,359.0,61.9,166,1.9,1.9,1.9,2.3,2.3,2.3,3.0,3.0,3.0,3.5,3.5,3.5,131.5,0.66,1.7,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,1-2 times a week,0.4,67.1,239.0,67.6,135,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.4,3.4,3.4,106.5,0.801,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,A few times a year,1.0,55.4,295.0,56.4,137,1.9,1.9,1.9,2.3,2.3,2.3,3.0,3.0,3.0,3.5,3.5,3.5,102.7,0.564,1.7,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,Everyday,0.5,71.4,55.0,71.9,29,2.2,2.2,2.2,2.7,2.7,2.7,3.5,3.5,3.5,4.1,4.1,4.1,24.0,0.818,3.1,0.3
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,Never,1.5,49.8,67.0,51.4,21,2.2,2.2,2.2,2.7,2.7,2.7,3.4,3.4,3.4,4.1,4.1,4.1,14.9,0.463,2.5,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,1-2 times a month,2.8,61.1,359.0,63.9,176,1.7,1.7,1.7,2.1,2.1,2.1,2.8,2.8,2.8,3.3,3.3,3.3,129.1,0.095,1.7,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,1-2 times a week,3.2,67.1,239.0,70.3,130,1.7,1.7,1.7,2.1,2.1,2.1,2.8,2.8,2.8,3.3,3.3,3.3,102.4,0.056,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,A few times a year,2.2,55.4,295.0,57.6,123,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,91.9,0.148,1.6,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,Everyday,2.1,71.4,55.0,73.5,31,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,26.2,0.279,2.6,0.3
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,Never,1.5,49.8,67.0,51.3,26,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.9,3.9,3.9,19.3,0.452,2.4,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Anheuser-Busch Customers,-1.0,61.0,1015.0,60.1,511,1.4,1.4,1.4,1.8,1.8,1.8,2.2,2.2,2.2,2.7,2.7,2.7,403.0,0.486,1.1,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Corona,-2.0,64.1,482.0,62.1,243,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,199.4,0.187,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Heineken,-2.1,65.9,340.0,63.8,148,1.8,1.8,1.8,2.3,2.3,2.3,2.9,2.9,2.9,3.5,3.5,3.5,120.0,0.241,1.6,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Pabst Blue Ribbon,-1.0,64.1,141.0,63.1,56,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,44.7,0.586,1.9,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Truly,-1.2,61.5,234.0,60.3,129,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,104.7,0.417,1.6,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,White Claw,-1.7,62.5,343.0,60.7,180,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,150.5,0.191,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,Anheuser-Busch Customers,2.5,61.0,1015.0,63.5,510,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,394.7,0.058,1.1,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,Corona,2.8,64.1,482.0,66.9,256,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,206.1,0.085,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,Heineken,3.2,65.9,340.0,69.1,169,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.3,3.3,3.3,133.9,0.056,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,Pabst Blue Ribbon,2.3,64.1,141.0,66.5,85,1.8,1.8,1.8,2.3,2.3,2.3,2.9,2.9,2.9,3.4,3.4,3.4,63.6,0.183,1.9,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,Truly,-0.8,61.5,234.0,60.8,128,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,99.9,0.643,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,White Claw,-0.4,62.5,343.0,62.1,169,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,133.8,0.805,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,Anheuser-Busch Customers,1.2,61.0,1015.0,62.3,485,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,373.8,0.371,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,Corona,3.3,64.1,482.0,67.4,221,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,171.1,0.039,1.6,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,Heineken,2.1,65.9,340.0,68.0,151,1.9,1.9,1.9,2.4,2.4,2.4,3.0,3.0,3.0,3.6,3.6,3.6,117.0,0.255,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,Pabst Blue Ribbon,1.5,64.1,141.0,65.6,81,2.2,2.2,2.2,2.7,2.7,2.7,3.5,3.5,3.5,4.1,4.1,4.1,60.0,0.488,2.5,0.3
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,Truly,1.4,61.5,234.0,62.9,125,1.8,1.8,1.8,2.2,2.2,2.2,2.9,2.9,2.9,3.4,3.4,3.4,102.6,0.423,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,White Claw,1.3,62.5,343.0,63.8,181,1.9,1.9,1.9,2.3,2.3,2.3,3.0,3.0,3.0,3.5,3.5,3.5,141.0,0.457,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,Anheuser-Busch Customers,0.9,61.0,1015.0,61.9,499,1.5,1.5,1.5,1.8,1.8,1.8,2.4,2.4,2.4,2.8,2.8,2.8,381.1,0.527,1.2,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,Corona,0.8,64.1,482.0,64.8,230,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.0,3.0,3.0,176.3,0.617,1.6,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,Heineken,2.2,65.9,340.0,68.0,188,1.9,1.9,1.9,2.3,2.3,2.3,3.0,3.0,3.0,3.5,3.5,3.5,141.5,0.232,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,Pabst Blue Ribbon,3.0,64.1,141.0,67.2,72,2.1,2.1,2.1,2.6,2.6,2.6,3.4,3.4,3.4,4.0,4.0,4.0,55.6,0.136,2.4,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,Truly,2.5,61.5,234.0,64.0,114,1.7,1.7,1.7,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,90.9,0.138,1.7,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,White Claw,2.3,62.5,343.0,64.8,143,1.8,1.8,1.8,2.2,2.2,2.2,2.9,2.9,2.9,3.4,3.4,3.4,119.4,0.184,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,Anheuser-Busch Customers,0.8,61.0,1015.0,61.8,488,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,378.1,0.618,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,Corona,1.4,64.1,482.0,65.4,238,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,182.3,0.392,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,Heineken,1.7,65.9,340.0,67.6,146,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,110.0,0.371,1.9,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,Pabst Blue Ribbon,0.6,64.1,141.0,64.7,62,2.5,2.5,2.5,3.0,3.0,3.0,3.9,3.9,3.9,4.6,4.6,4.6,48.2,0.807,2.6,0.3
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,Truly,-1.6,61.5,234.0,59.9,122,1.9,1.9,1.9,2.3,2.3,2.3,3.0,3.0,3.0,3.5,3.5,3.5,99.0,0.361,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,White Claw,-0.7,62.5,343.0,61.8,188,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,150.7,0.659,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,Anheuser-Busch Customers,2.6,61.0,1015.0,63.6,486,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,366.3,0.063,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,Corona,2.0,64.1,482.0,66.1,222,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,166.5,0.233,1.7,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,Heineken,1.5,65.9,340.0,67.4,160,1.9,1.9,1.9,2.4,2.4,2.4,3.1,3.1,3.1,3.6,3.6,3.6,123.6,0.428,1.9,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,Pabst Blue Ribbon,3.6,64.1,141.0,67.7,66,2.0,2.0,2.0,2.4,2.4,2.4,3.1,3.1,3.1,3.7,3.7,3.7,51.4,0.062,2.1,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,Truly,3.8,61.5,234.0,65.4,138,1.9,1.9,1.9,2.4,2.4,2.4,3.1,3.1,3.1,3.7,3.7,3.7,108.1,0.042,2.0,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,White Claw,3.4,62.5,343.0,65.9,173,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.4,3.4,3.4,136.7,0.05,1.7,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,ULTRA Club New Members Day,College,-1.0,60.4,257.0,59.4,150,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,123.7,0.43,1.2,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,ULTRA Club New Members Day,Non-University,-0.8,61.3,673.0,60.4,322,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,249.6,0.55,1.2,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,ULTRA Club New Members Day,Postgrad,-1.4,60.9,85.0,59.5,39,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,30.2,0.397,1.5,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,The Busch Guide: Shelter,College,2.4,60.4,257.0,62.8,139,1.3,1.3,1.3,1.6,1.6,1.6,2.0,2.0,2.0,2.4,2.4,2.4,117.4,0.055,1.2,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,The Busch Guide: Shelter,Non-University,2.3,61.3,673.0,63.6,323,1.5,1.5,1.5,1.8,1.8,1.8,2.4,2.4,2.4,2.8,2.8,2.8,238.7,0.108,1.2,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,The Busch Guide: Shelter,Postgrad,4.0,60.9,85.0,64.9,48,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,41.4,0.005,1.5,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Bud Light: Easy to Summer.mp4,College,1.9,60.4,257.0,62.3,128,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,100.8,0.201,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Bud Light: Easy to Summer.mp4,Non-University,0.7,61.3,673.0,62.0,315,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,242.9,0.614,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Bud Light: Easy to Summer.mp4,Postgrad,3.1,60.9,85.0,64.0,42,1.8,1.8,1.8,2.3,2.3,2.3,2.9,2.9,2.9,3.4,3.4,3.4,31.3,0.081,1.7,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Budweiser: Griffey Father’s Day,College,1.4,60.4,257.0,61.8,142,1.5,1.5,1.5,1.8,1.8,1.8,2.4,2.4,2.4,2.8,2.8,2.8,119.7,0.338,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Budweiser: Griffey Father’s Day,Non-University,0.6,61.3,673.0,61.9,310,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,225.2,0.68,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Budweiser: Griffey Father’s Day,Postgrad,1.6,60.9,85.0,62.5,47,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.3,3.3,3.3,38.2,0.348,1.7,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Bud Light: NFL Pros,College,1.1,60.4,257.0,61.5,117,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,97.4,0.479,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Bud Light: NFL Pros,Non-University,0.4,61.3,673.0,61.7,325,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,241.9,0.8,1.5,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Bud Light: NFL Pros,Postgrad,2.4,60.9,85.0,63.3,46,1.9,1.9,1.9,2.4,2.4,2.4,3.1,3.1,3.1,3.6,3.6,3.6,40.1,0.192,1.8,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Anheuser-Busch _ That’s Who We Are,College,3.0,60.4,257.0,63.4,100,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.8,2.8,2.8,76.4,0.036,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Anheuser-Busch _ That’s Who We Are,Non-University,2.4,61.3,673.0,63.7,326,1.5,1.5,1.5,1.8,1.8,1.8,2.4,2.4,2.4,2.8,2.8,2.8,241.5,0.094,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Education,Anheuser-Busch _ That’s Who We Are,Postgrad,3.1,60.9,85.0,64.0,60,1.7,1.7,1.7,2.1,2.1,2.1,2.8,2.8,2.8,3.3,3.3,3.3,48.7,0.065,1.7,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,ULTRA Club New Members Day,Men,-1.4,62.7,554.0,61.4,271,1.7,1.7,1.7,2.1,2.1,2.1,2.6,2.6,2.6,3.2,3.2,3.2,213.1,0.394,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,ULTRA Club New Members Day,Women,-0.4,58.8,460.0,58.4,238,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,189.7,0.797,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,The Busch Guide: Shelter,Men,3.5,62.7,554.0,66.2,270,1.7,1.7,1.7,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,209.6,0.029,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,The Busch Guide: Shelter,Women,1.2,58.8,460.0,60.0,239,1.5,1.5,1.5,1.9,1.9,1.9,2.5,2.5,2.5,2.9,2.9,2.9,188.3,0.426,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,Bud Light: Easy to Summer.mp4,Men,0.6,62.7,554.0,63.3,264,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,204.6,0.697,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,Bud Light: Easy to Summer.mp4,Women,2.1,58.8,460.0,60.9,217,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,167.7,0.184,1.6,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,Budweiser: Griffey Father’s Day,Men,-0.4,62.7,554.0,62.4,273,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,209.6,0.799,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,Budweiser: Griffey Father’s Day,Women,2.6,58.8,460.0,61.4,223,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.3,3.3,3.3,175.5,0.114,1.5,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,Bud Light: NFL Pros,Men,1.3,62.7,554.0,64.0,240,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,184.9,0.511,1.9,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,Bud Light: NFL Pros,Women,0.2,58.8,460.0,59.0,246,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,194.8,0.914,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,Anheuser-Busch _ That’s Who We Are,Men,2.5,62.7,554.0,65.2,248,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,188.3,0.13,1.6,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Gender,Anheuser-Busch _ That’s Who We Are,Women,2.8,58.8,460.0,61.6,233,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,178.3,0.073,1.6,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,ULTRA Club New Members Day,$40k-$100k,-0.9,60.9,368.0,60.0,175,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,140.3,0.508,1.2,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,ULTRA Club New Members Day,<$40k,-0.8,61.4,351.0,60.6,170,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,135.8,0.59,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,ULTRA Club New Members Day,>$100k,-1.6,60.4,131.0,58.9,75,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,59.6,0.306,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,The Busch Guide: Shelter,$40k-$100k,2.6,60.9,368.0,63.5,176,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,139.6,0.049,1.2,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,The Busch Guide: Shelter,<$40k,2.6,61.4,351.0,64.0,190,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,143.1,0.072,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,The Busch Guide: Shelter,>$100k,3.0,60.4,131.0,63.4,78,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,64.3,0.024,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Bud Light: Easy to Summer.mp4,$40k-$100k,1.5,60.9,368.0,62.4,166,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,126.9,0.324,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Bud Light: Easy to Summer.mp4,<$40k,0.8,61.4,351.0,62.2,192,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,150.1,0.568,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Bud Light: Easy to Summer.mp4,>$100k,2.3,60.4,131.0,62.7,57,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,45.2,0.159,1.6,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Budweiser: Griffey Father’s Day,$40k-$100k,0.9,60.9,368.0,61.8,187,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,146.0,0.554,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Budweiser: Griffey Father’s Day,<$40k,0.6,61.4,351.0,62.0,174,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.0,3.0,3.0,132.2,0.679,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Budweiser: Griffey Father’s Day,>$100k,1.3,60.4,131.0,61.7,65,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,53.8,0.411,1.5,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Bud Light: NFL Pros,$40k-$100k,0.8,60.9,368.0,61.7,180,1.7,1.7,1.7,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,140.0,0.636,1.5,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Bud Light: NFL Pros,<$40k,0.7,61.4,351.0,62.1,156,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,120.4,0.667,1.5,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Bud Light: NFL Pros,>$100k,1.8,60.4,131.0,62.2,63,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,53.0,0.294,1.6,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Anheuser-Busch _ That’s Who We Are,$40k-$100k,2.8,60.9,368.0,63.8,161,1.5,1.5,1.5,1.8,1.8,1.8,2.4,2.4,2.4,2.8,2.8,2.8,126.6,0.048,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Anheuser-Busch _ That’s Who We Are,<$40k,2.3,61.4,351.0,63.7,178,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,128.9,0.115,1.4,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Income,Anheuser-Busch _ That’s Who We Are,>$100k,3.3,60.4,131.0,63.7,61,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.0,3.0,3.0,47.5,0.035,1.5,0.2
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Primary Shopper,ULTRA Club New Members Day,Not primary shopper,-0.8,60.0,168.0,59.2,91,1.2,1.2,1.2,1.4,1.4,1.4,1.9,1.9,1.9,2.2,2.2,2.2,72.0,0.503,1.1,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Primary Shopper,ULTRA Club New Members Day,Primary shopper,-1.0,61.2,847.0,60.2,420,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,332.0,0.49,1.2,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Primary Shopper,The Busch Guide: Shelter,Not primary shopper,2.1,60.0,168.0,62.1,78,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,64.0,0.117,1.3,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Primary Shopper,The Busch Guide: Shelter,Primary shopper,2.6,61.2,847.0,63.7,432,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,334.5,0.056,1.1,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Primary Shopper,Bud Light: Easy to Summer.mp4,Not primary shopper,1.0,60.0,168.0,61.0,80,1.2,1.2,1.2,1.5,1.5,1.5,2.0,2.0,2.0,2.3,2.3,2.3,62.4,0.392,1.2,0.1
Purchase Consideration: Budweiser,Anheuser-Busch Customers,Primary Shopper,Bud Light: Easy to Summer.mp4,Primary shopper,1.3,61.2,847.0,62.4,405,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,314.6,0.374,1.3,0.1
